0.456915,0.913891,-5.095382,0.653142,0.036719,0.049933,0.090139,0.016473,-0.018292,0.024979,0.049006,0.067944,0.056648,-0.000464,-0.043213,11.657117,0.458789,1,0,0
0.457689,0.915201,-4.976015,0.547709,0.050509,0.019250,0.028080,0.004485,0.009448,0.017529,-0.036940,-0.029600,0.028745,0.023005,0.025051,9.165029,0.458282,1,0,0
0.456844,0.913696,-5.365007,0.740168,-0.001616,0.083222,0.066702,-0.018732,0.002943,0.020623,0.053749,0.092780,0.087776,0.032689,-0.011330,11.759821,0.458785,1,0,0
0.456769,0.913307,-5.255911,0.635146,-0.002366,0.081362,0.105468,0.022226,-0.009470,0.038150,0.079816,0.107581,0.107775,0.038200,-0.050312,12.438813,0.458937,1,0,0
0.455950,0.912361,-5.233317,0.727674,0.015698,-0.016572,0.058870,0.024577,0.014359,0.020820,-0.003915,0.001723,0.051491,0.027177,0.036087,9.849514,0.456793,1,0,0
0.452902,0.905629,-5.515745,0.648569,0.029659,0.057051,0.067878,0.010290,0.017327,0.015741,-0.002378,-0.014099,-0.010668,-0.032736,-0.006176,10.323526,0.453724,1,0,0
0.455855,0.912750,-5.161647,0.613927,-0.005900,0.009625,0.086222,0.062389,-0.002389,0.000111,0.074451,0.133818,0.064509,-0.025158,0.001890,12.104639,0.457246,1,0,0
0.452327,0.904125,-5.660206,0.720489,0.047684,0.059216,0.091485,0.023017,-0.001947,0.018820,-0.000534,0.005906,-0.001688,-0.007209,0.009824,11.035709,0.453859,1,0,0
0.456773,0.913139,-5.161272,0.585280,0.030603,0.094671,0.086014,0.014679,0.001874,0.067589,0.094318,0.075817,0.069993,0.026337,-0.007088,12.611701,0.458976,1,0,0
0.456850,0.913696,-5.331808,0.700068,-0.019812,0.071334,0.135613,0.076681,-0.027306,-0.021946,0.033358,0.087115,0.069643,-0.004129,-0.016280,12.628826,0.458968,1,0,0
0.456926,0.913074,-5.196134,0.715692,0.012003,0.092245,0.099935,0.012928,0.002178,0.003296,-0.007950,-0.009163,-0.002148,0.005316,0.007723,10.066275,0.458502,1,0,0
0.457057,0.913541,-5.356335,0.808039,-0.057204,0.083544,0.103762,0.001918,-0.012822,-0.001291,-0.002604,0.036177,0.023101,-0.034471,-0.022426,8.764212,0.458235,1,0,0
0.456885,0.913152,-5.214366,0.711305,0.040090,0.081271,0.076936,0.004645,0.007496,0.020589,0.007440,0.008809,0.004177,0.005947,0.024430,10.643472,0.458602,1,0,0
0.449587,0.898470,-5.918444,0.822256,0.002507,0.011229,0.070801,0.004048,0.007680,0.025243,-0.049851,-0.032399,0.012200,-0.022694,-0.019906,10.353027,0.450540,1,0,0
0.456816,0.913100,-5.605181,0.834288,-0.020977,0.078646,0.053233,0.021072,0.064594,0.013860,-0.046681,-0.005673,0.035835,0.042633,0.028768,10.873795,0.458641,1,0,0
0.456687,0.912620,-5.263698,0.606787,0.028787,0.086157,0.134493,0.058392,0.005549,0.012378,0.044495,0.079488,0.047427,-0.009265,-0.003723,13.059557,0.459069,1,0,0
0.455650,0.911025,-5.249492,0.750615,-0.015865,0.071744,0.124907,0.025828,-0.027269,-0.024552,-0.020161,0.028719,0.047222,-0.024500,-0.044041,9.731640,0.456797,1,0,0
0.444964,0.889157,-6.538362,0.968187,-0.001177,0.014374,0.073409,0.011054,-0.084766,-0.075335,-0.012791,0.040837,-0.005366,-0.091702,-0.039628,10.755589,0.445805,1,0,0
0.455643,0.911414,-5.274903,0.702660,-0.038420,0.004120,0.089332,0.064148,0.041281,0.029138,-0.013654,-0.005529,0.030491,0.014687,0.020343,11.256046,0.457090,1,0,0
0.455299,0.909702,-5.387798,0.708288,0.019512,0.092393,0.129694,0.063316,0.019736,-0.001879,-0.059721,-0.027000,0.021451,0.002220,0.016928,10.277091,0.456950,1,0,0
0.453916,0.907977,-5.598166,0.771069,-0.017967,0.042667,0.128586,0.044127,-0.042881,-0.031997,0.039369,0.113503,0.086590,-0.019974,-0.015145,12.501391,0.455709,1,0,0
0.457034,0.914358,-5.103681,0.604857,-0.000768,0.060519,0.105459,0.049147,0.008506,0.025549,0.021775,0.055043,0.063378,-0.001917,-0.025841,11.903776,0.458833,1,0,0
0.456908,0.913619,-5.404076,0.794204,-0.044471,0.029937,0.066481,0.029557,0.035061,0.024333,0.009528,0.036833,0.045178,0.028440,0.018892,11.697762,0.458769,1,0,0
0.455623,0.911310,-5.195950,0.617803,0.025761,0.026193,0.074657,0.059219,0.011505,0.002115,0.026921,0.047329,0.052194,0.010521,-0.000858,11.854935,0.457210,1,0,0
0.457860,0.916135,-4.873231,0.521787,0.030851,0.012613,0.048048,0.019258,-0.013786,0.022341,0.050973,0.083053,0.084176,-0.007209,-0.006020,10.151806,0.458476,1,0,0
0.456800,0.913359,-5.251389,0.675306,-0.026355,0.036571,0.105732,0.031412,0.032166,0.067801,0.064376,0.056127,0.070315,0.025869,-0.005268,12.831311,0.459010,1,0,0
